CCI_code,CCI_description
1AN73QR,"Reduction, brain using transmastoid approach"
1AN73SZ,"Reduction, brain using open approach with craniotomy [craniectomy] flap technique for access"
1AN87SEAG,"Excision partial, brain burr hole technique for access with laser"
1AN87SEAZ,"Excision partial, brain burr hole technique for access with ultrasonic aspirator[e.g. CUSA]"
1AN87SEGX,"Excision partial, brain burr hole technique for access with device NEC"
1AN87SZAG,"Excision partial, brain craniotomy [or craniectomy] flap technique for access with laser"
1AN87SZAZ,"Excision partial, brain craniotomy [or craniectomy] flap technique for access with ultrasonic aspirator[e.g. CUSA]"
1AN87SZGX,"Excision partial, brain craniotomy [or craniectomy] flap technique for access with device NEC"
1AP09JAED,"Stimulation, brain stem using external manual activation"
1AP09JAQQ,"Stimulation, brain stem using remote radiotransmitter"
1AP27JX,"Radiation, brain stem using focused beam [e.g. gamma knife, cyber knife stereotactic radiosurgery]"
1AP52MESJ,"Drainage, brain stem using shunt system terminating in abdominal cavity [e.g. syringoperitoneal]"
1AP52MFSJ,"Drainage, brain stem using shunt system terminating in circulatory system [e.g. syringoatrial]"
1AP52MJSJ,"Drainage, brain stem using shunt system terminating in head and neck [e.g. syringosubarachnoid]"
1AP52MQSJ,"Drainage, brain stem using shunt system terminating in thoracic cavity [e.g. syringopleural]"
1AP53SEFT,"Implantation of internal device, brain stem burr hole technique for access of [semipermeable] catheter [e.g. for chemical palliative infusion]"
1AP53SEJA,"Implantation of internal device, brain stem burr hole technique for access of electrodes [e.g. recording, stimulating]"
1AP53SZFT,"Implantation of internal device, brain stem craniotomy [or craniectomy] flap technique for access of [semipermeable] catheter [e.g. for chemical palliative infusion]"
1AP53SZJA,"Implantation of internal device, brain stem craniotomy [or craniectomy] flap technique for access of electrodes [e.g. recording, stimulating]"
1AP54MESJ,"Management of internal device,  brain stem of shunt system terminating in abdominal cavity (e.g. syringoperitoneal)"
1AP54MFSJ,"Management of internal device,  brain stem of shunt system terminating in circulatory system (e.g. syringoatrial)"
1AP54MJSJ,"Management of internal device, brain stem of shunt system terminating in head and neck (e.g. syringosubarachnoid)"
1AP54MQSJ,"Management of internal device,  brain stem of shunt system terminating in thoracic cavity (e.g. syringopleural)"
1AP55SEFT,"Removal of device, brain stem burr hole technique for access of [semipermeable] catheter [e.g. for chemical palliative infusion]"
1AP55SEJA,"Removal of device, brain stem burr hole technique for access of electrodes [e.g. recording, stimulating]"
1AP55SESJ,"Removal of device, brain stem, burr hole technique for access of shunt catheter system"
1AP55SZFT,"Removal of device, brain stem craniotomy [or craniectomy] flap technique for access of [semipermeable] catheter [e.g. for chemical palliative infusion]"
1AP55SZJA,"Removal of device, brain stem craniotomy [or craniectomy] flap technique for access of electrodes [e.g. recording, stimulating]"
1AP55SZSJ,"Removal of device, brain stem craniotomy [or craniectomy] flap technique for access of shunt catheter system"
1AP59SEAG,"Destruction, brain stem burr hole technique for access with laser"
1AP59SEAW,"Destruction, brain stem burr hole technique for access with radiofrequency probe"
1AP59SEGX,"Destruction, brain stem burr hole technique for access with device NEC"
1AP59SEX7,"Destruction, brain stem burr hole technique for access with chemical cautery [e.g. alcohol]"
1AP59SZAG,"Destruction, brain stem craniotomy [or craniectomy] flap technique for access with laser"
1AP59SZAW,"Destruction, brain stem craniotomy [or craniectomy] flap technique for access with radiofrequency probe"
1AP59SZGX,"Destruction, brain stem craniotomy [or craniectomy] flap technique for access with device NEC"
1AP59SZX7,"Destruction, brain stem craniotomy [or craniectomy] flap technique for access with chemical cautery [e.g. alcohol]"
1AP72QT,"Release, brain stem using transoral approach"
1AP72SE,"Release, brain stem using burr hole approach"
1AP72SZ,"Release, brain stem using craniotomy [or craniectomy] flap technique for access"
1AP87LPAG,"Excision partial, brain stem open transcervical approach for access with laser"
1AP87LPAZ,"Excision partial, brain stem open transcervical approach for access with ultrasonic aspirator [e.g. CUSA]"
1AP87LPGX,"Excision partial, brain stem open transcervical approach for access with device NEC"
1AP87SEAG,"Excision partial, brain stem burr hole technique for access with laser"
1AP87SEAZ,"Excision partial, brain stem burr hole technique for access with ultrasonic aspirator [e.g. CUSA]"
1AP87SEGX,"Excision partial, brain stem burr hole technique for access with device NEC"
1AP87SZAG,"Excision partial, brain stem open craniotomy [or craniectomy] flap technique for access with laser"
1AP87SZAZ,"Excision partial, brain stem open craniotomy [or craniectomy] flap technique for access with ultrasonic aspirator [e.g. CUSA]"
1AP87SZGX,"Excision partial, brain stem open craniotomy [or craniectomy] flap technique for access with device NEC"
1AW09HAX7,"Stimulation, spinal cord using percutaneous injection of chemical agent NEC"
1AW09JAED,"Stimulation, spinal cord using external manual activation"
1AW09JAQQ,"Stimulation, spinal cord using remote radio transmitter"
1AW27JA,"Radiation, spinal cord using external beam [for teletherapy NEC]"
1AW27JX,"Radiation, spinal cord using focused beam [e.g. gamma knife, cyber knife stereotactic radiosurgery]"
1AW59HAAW,"Destruction, spinal cord percutaneous approach using radiofrequency probe"
1AW59HAX7,"Destruction, spinal cord percutaneous approach using chemical cautery agent [e.g. glycerol]"
1AW59LA,"Destruction, spinal cord open approach using midline incision technique"
1AW59WK,"Destruction, spinal cord open approach using dorsal root entry zone lesion [creation] technique"
1AW72DAAG,"Release, spinal cord endoscopic approach [e.g. myeloscopy] with extradural incision [e.g. for decompression] with laser"
1AW72DAGX,"Release, spinal cord endoscopic approach [e.g. myeloscopy] with extradural incision [e.g. for decompression] with device NEC"
1AW72GBAG,"Release, spinal cord endoscopic approach [e.g. myeloscopy] with intradural incision [e.g. untethering with or without (lipo)meningocele/dermoid cyst or sinus removal] with laser"
1AW72GBGX,"Release, spinal cord endoscopic approach [e.g. myeloscopy] with intradural incision [e.g. untethering with or without (lipo)meningocele/dermoid cyst or sinus removal] with device NEC"
1AW72LAAG,"Release, spinal cord open approach with extradural incision [e.g. for decompression] with laser"
1AW72LAGX,"Release, spinal cord open approach with extradural incision [e.g. for decompression] with device NEC"
1AW72WKAG,"Release, spinal cord open approach with intradural incision [e.g. untethering with or without (lipo)meningocele/dermoid cyst or sinus removal] with laser"
1AW72WKGX,"Release, spinal cord open approach with intradural incision [e.g. untethering with or without (lipo)meningocele/dermoid cyst or sinus removal] with device NEC"
1AW87DAAG,"Excision partial, spinal cord endoscopic approach with apposition technique [e.g. suturing] with laser"
1AW87DAAZ,"Excision partial, spinal cord endoscopic approach with apposition technique [e.g. suturing] with ultrasonic aspiration device"
1AW87DAGX,"Excision partial, spinal cord endoscopic approach with apposition technique [e.g. suturing] with device NEC"
1AW87LAAG,"Excision partial, spinal cord open approach with apposition technique [e.g. suturing] with laser"
1AW87LAAGA,"Excision partial, spinal cord open approach with autograft for closure [e.g. dura, fascia lata] with laser"
1AW87LAAGN,"Excision partial, spinal cord open approach with synthetic tissue for closure with laser"
1AW87LAAZ,"Excision partial, spinal cord open approach with apposition technique [e.g. suturing] with ultrasonic aspiration device"
1AW87LAAZA,"Excision partial, spinal cord open approach with autograft for closure [e.g. dura, fascia lata] with ultrasonic aspiration device"
1AW87LAAZN,"Excision partial, spinal cord open approach with synthetic tissue for closure with ultrasonic aspiration device"
1AW87LAGX,"Excision partial, spinal cord open approach with apposition technique [e.g. suturing] with device NEC"
1AW87LAGXA,"Excision partial, spinal cord open approach with autograft for closure [e.g. dura, fascia lata] with device NEC"
1AW87LAGXN,"Excision partial, spinal cord open approach with synthetic tissue for closure with device NEC"
1AX11HAP1,"Anesthetization, spinal canal and meninges using percutaneous (needle) injection of local anesthetic agent"
1AX13GPC2,"Control of bleeding, spinal canal and meninges using percutaneous transluminal (catheter) injection of antihemorrhagic agent"
1AX13GPGE,"Control of bleeding, spinal canal and meninges using percutaneous transluminal (catheter) approach and [detachable] coils"
1AX13HAC2,"Control of bleeding, spinal canal and meninges using percutaneous (needle) injection of antihemorrhagic agent (e.g. intraspinal)"
1AX35HA1C,"Pharmacotherapy (local), spinal canal and meninges, percutaneous [needle] approach using thrombolytic agent"
1AX35HAC1,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using antithrombotic agent"
1AX35HAJ2,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using corticosteroid agent"
1AX35HAK0,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using antiinfective agent NEC"
1AX35HAM0,"Pharmacotherapy (local), spinal canal and meninges Percutaneous (needle) approach using antineoplastic agent NEC"
1AX35HAP0,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using nervous system agent NEC"
1AX35HAP1,"Pharmacotherapy (local), spinal canal and meninges  percutaneous [needle] approach using anesthetic agent"
1AX35HAP2,"Pharmacotherapy (local), spinal canal and meninges percutaneous [needle] approach using analgesic agent"
1AX35HAP7,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using hypnotic or sedative agent"
1AX35HAT9,"Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using other pharmacological agent NEC"
1AX35HH1C,"Pharmacotherapy (local), spinal canal and meninges, percutaneous transcatheter approach using thrombolytic agent"
1AX35HHC1,"Pharmacotherapy (local), spinal canal and meninges  percutaneous transcatheter approach using anticoagulant agent"
1AX35HHJ2,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using corticosteroid agent"
1AX35HHK0,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using antiinfective agent NEC"
1AX35HHM0,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using antineoplastic agent NEC"
1AX35HHP0,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using nervous system agent NEC"
1AX35HHP1,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using anesthetic agent"
1AX35HHP2,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using analgesic agent"
1AX35HHP7,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using hypnotic or sedative agent"
1AX35HHT9,"Pharmacotherapy (local), spinal canal and meninges percutaneous transcatheter approach using other pharmacological agent NEC"
1AX52HA,"Drainage, spinal canal and meninges percutaneous (needle) approach drainage without shunt or catheter left in situ"
1AX52HATS,"Drainage, spinal canal and meninges, percutaneous [needle] approach catheter (shunt) terminating at skin [e.g. temporary external drainage]"
1AX52LA,"Drainage, spinal canal and meninges open approach drainage without shunt or catheter left in situ"
1AX52MBTS,"Drainage, spinal canal and meninges, open approach catheter (shunt) terminating at skin [e.g. temporary external drainage]"
